车辆ID,左车道速度,右车道速度,总平均速度
truck3499,8.66,,8.66
truck3508,9.0,,9.0
truck3513,2.04,1.6,2.04
truck3515,13.33,,13.33
truck3519,8.46,,8.46
truck352,13.3,,13.3
truck3537,6.3,,6.3
truck3538,17.98,3.92,8.14
truck3539,5.23,,5.23
truck3544,25.69,,25.69
truck3558,14.5,,14.5
truck3583,4.2,,4.2
truck361,16.2,,16.2
truck3617,28.75,,28.75
truck3624,26.43,,26.43
truck3625,28.82,,28.82
truck363,15.65,,15.65
truck3634,,8.0,8.0
truck3637,24.22,,24.22
truck3639,25.82,14.0,24.94
truck3641,23.93,,23.93
truck3644,30.07,,30.07
truck3646,15.84,,15.84
truck3662,25.35,,25.35
truck3673,30.03,,30.03
truck3679,35.49,,35.49
truck3682,19.7,,19.7
truck3686,20.26,,20.26
truck369,21.85,,21.85
truck3692,24.75,,24.75
truck3694,32.0,20.6,30.1
truck3698,1.59,0.5,1.51
truck370,21.81,,21.81
truck3701,32.0,,32.0
truck3707,29.66,,29.66
truck3714,25.02,,25.02
truck3715,7.3,48.93,39.68
truck3717,18.05,,18.05
truck3718,29.61,,29.61
truck3728,28.45,,28.45
truck3735,30.26,,30.26
truck3742,22.68,,22.68
truck3756,29.18,,29.18
truck376,12.58,,12.58
truck3762,31.61,,31.61
truck3771,26.07,,26.07
truck3779,33.3,,33.3
truck3782,24.7,,24.7
truck3789,34.59,,34.59
truck3802,11.09,,11.09
truck3803,29.55,,29.55
truck3818,31.35,,31.35
truck3822,32.76,,32.76
truck3830,30.76,,30.76
truck3832,12.84,,12.84
truck3836,35.5,,35.5
truck3839,11.9,,11.9
truck3842,1.22,,1.22
truck3846,24.47,,24.47
truck3848,33.1,,33.1
truck3861,40.01,,40.01
truck3869,11.54,,11.54
truck3889,22.9,,22.9
truck3894,18.89,,18.89
truck3898,14.93,,14.93
truck39,17.44,,17.44
truck3905,25.99,,25.99
truck3911,28.73,,28.73
truck3913,26.09,,26.09
truck3917,9.4,,9.4
truck392,12.97,,12.97
truck3922,20.45,,20.45
truck3946,15.36,,15.36
truck3948,17.89,,17.89
truck3957,5.6,,5.6
truck3958,1.33,,1.33
truck3960,13.81,,13.81
truck3965,14.97,,14.97
truck3968,2.98,,2.98
truck3974,7.31,,7.31
truck3977,19.45,,19.45
truck398,18.83,17.3,17.76
truck3986,28.02,,28.02
truck3987,25.7,,25.7
truck3989,8.8,,8.8
truck3995,16.41,,16.41
truck3997,15.4,,15.4
truck4005,13.01,,13.01
truck4016,32.62,,32.62
truck4025,13.3,,13.3
truck4026,12.3,,12.3
truck4031,12.82,,12.82
truck4035,15.23,,15.23
truck4039,8.46,,8.46
truck4043,7.44,,7.44
truck4045,4.5,,4.5
truck4049,1.3,,1.3
truck4051,11.2,,11.2
truck4057,5.2,,5.2
truck4061,16.11,,16.11
truck4066,27.99,,27.99
truck4072,8.47,,8.47
truck4075,23.33,,23.33
truck4081,1.0,,1.0
truck4082,14.53,,14.53
truck4085,31.1,,31.1
truck4092,18.63,,18.63
truck4112,16.83,,16.83
truck4120,11.34,,11.34
truck4127,11.51,,11.51
truck413,26.85,,26.85
truck4133,2.67,,2.67
truck4134,4.0,,4.0
truck4139,12.9,,12.9
truck4147,13.93,13.0,13.9
truck4149,8.23,,8.23
truck4160,18.89,,18.89
truck417,18.26,,18.26
truck4181,10.25,,10.25
truck4184,20.83,,20.83
truck4186,16.05,,16.05
truck4188,17.14,,17.14
truck4190,13.07,,13.07
truck4199,16.82,,16.82
truck42,33.17,,33.17
truck4205,21.16,,21.16
truck4228,17.79,,17.79
truck4240,20.0,,20.0
truck4255,11.36,,11.36
truck4263,19.95,,19.95
truck4267,12.85,8.1,11.66
truck4290,21.7,,21.7
truck4298,2.2,,2.2
truck43,22.23,,22.23
truck4305,16.93,,16.93
truck4318,20.3,,20.3
truck4322,12.84,,12.84
truck4325,16.29,,16.29
truck4331,0.88,,0.88
truck4339,17.9,,17.9
truck4341,17.6,,17.6
truck4354,15.16,,15.16
truck4377,13.31,,13.31
truck4379,20.0,,20.0
truck4392,23.5,,23.5
truck4394,21.77,,21.77
truck4396,21.26,,21.26
truck4397,16.2,,16.2
truck4398,32.1,,32.1
truck4405,18.13,,18.13
truck4410,9.1,,9.1
truck4420,29.3,,29.3
truck4424,14.92,,14.92
truck4441,25.32,,25.32
truck4446,28.95,,28.95
truck4454,20.51,,20.51
truck4462,24.45,,24.45
truck4470,15.12,,15.12
truck4471,14.93,,14.93
truck4472,41.1,,41.1
truck4480,22.6,,22.6
truck4484,19.02,,19.02
truck4491,16.52,,16.52
truck4508,21.68,,21.68
truck451,26.68,,26.68
truck4510,20.3,,20.3
truck452,19.33,,19.33
truck4521,15.64,,15.64
truck4543,22.67,,22.67
truck4551,26.5,,26.5
truck4552,24.52,,24.52
truck4557,0.7,,0.7
truck4562,24.4,,24.4
truck4565,21.97,,21.97
truck4575,24.25,,24.25
truck4583,16.25,,16.25
truck459,22.59,,22.59
truck4596,0.94,,0.94
truck4600,21.85,11.67,13.8
truck4601,6.18,,6.18
truck4609,23.87,,23.87
truck4613,1.74,,1.74
truck4614,15.31,,15.31
truck4616,17.88,,17.88
truck4617,29.97,,29.97
truck462,25.86,22.4,25.59
truck4627,28.41,,28.41
truck4631,15.09,,15.09
truck4632,16.81,,16.81
truck4635,27.2,,27.2
truck4636,28.07,,28.07
truck464,19.75,,19.75
truck4668,18.23,,18.23
truck4675,15.09,,15.09
truck4684,26.95,,26.95
truck4696,24.98,,24.98
truck4700,26.22,,26.22
truck4714,20.56,,20.56
truck4719,31.6,,31.6
truck4721,12.84,,12.84
truck4726,29.64,,29.64
truck4734,22.55,,22.55
truck474,24.03,,24.03
truck4754,25.34,,25.34
truck4774,9.24,,9.24
truck4777,12.31,,12.31
truck478,23.74,,23.74
truck4782,15.66,,15.66
truck4786,17.94,,17.94
truck48,29.44,,29.44
truck4803,24.6,,24.6
truck4810,18.31,,18.31
truck4829,18.4,,18.4
truck4831,31.1,,31.1
truck4837,30.95,,30.95
truck4840,31.82,,31.82
truck4844,17.7,,17.7
truck4848,33.73,,33.73
truck485,31.71,,31.71
truck4856,29.46,,29.46
truck4870,35.91,,35.91
truck4874,21.82,,21.82
truck4880,35.97,,35.97
truck4885,26.66,,26.66
truck4887,33.03,,33.03
truck4897,37.17,,37.17
truck4906,36.91,,36.91
truck4924,25.02,,25.02
truck4926,1.77,,1.77
truck4934,29.29,,29.29
truck4935,36.46,,36.46
truck4940,29.93,,29.93
truck4946,29.73,,29.73
truck4953,24.59,,24.59
truck4959,19.05,,19.05
truck4971,28.24,,28.24
truck4990,38.55,,38.55
truck4993,16.57,,16.57
truck5,34.71,,34.71
truck5010,37.35,,37.35
truck5012,34.21,,34.21
truck5014,12.97,,12.97
truck5026,26.92,,26.92
truck5028,30.93,,30.93
truck5031,35.52,,35.52
truck5036,34.63,,34.63
truck5040,15.99,,15.99
truck5043,31.18,,31.18
truck5050,29.73,,29.73
truck5056,31.87,,31.87
truck5061,17.73,,17.73
truck5065,30.66,,30.66
truck5075,14.28,,14.28
truck5092,28.17,,28.17
truck5106,20.91,,20.91
truck5118,29.85,,29.85
truck5122,31.39,,31.39
truck5138,0.75,,0.75
truck514,24.9,,24.9
truck5140,29.98,,29.98
truck5141,13.7,,13.7
truck5153,29.7,,29.7
truck5155,44.53,,44.53
truck5161,14.99,,14.99
truck5167,14.4,,14.4
truck5168,19.98,,19.98
truck5170,19.64,,19.64
truck5182,26.59,,26.59
truck5188,27.28,,27.28
truck5193,30.5,,30.5
truck5195,30.81,,30.81
truck521,55.14,,55.14
truck5210,0.7,,0.7
truck5212,44.02,,44.02
truck5213,18.66,,18.66
truck5227,22.49,,22.49
truck523,27.5,,27.5
truck5243,21.69,,21.69
truck5250,21.77,,21.77
truck5253,1.5,,1.5
truck5260,14.91,,14.91
truck5266,23.17,,23.17
truck5268,21.34,,21.34
truck528,26.7,,26.7
truck5288,19.76,,19.76
truck5289,22.1,,22.1
truck529,26.67,,26.67
truck5295,0.7,,0.7
truck5297,22.3,,22.3
truck530,31.54,,31.54
truck532,26.81,,26.81
truck5321,21.06,,21.06
truck5323,22.31,,22.31
truck5326,23.12,,23.12
truck5328,21.6,,21.6
truck5333,9.7,,9.7
truck5335,20.77,,20.77
truck5338,22.57,,22.57
truck5344,21.14,,21.14
truck5350,26.22,,26.22
truck5367,30.64,,30.64
truck5372,19.01,,19.01
truck5380,27.0,,27.0
truck5385,15.4,,15.4
truck5389,25.17,,25.17
truck5396,19.5,,19.5
truck5398,10.18,,10.18
truck5400,35.09,,35.09
truck5430,10.9,,10.9
truck5434,37.21,,37.21
truck5441,18.98,,18.98
truck5442,21.56,,21.56
truck5446,1.17,,1.17
truck5448,0.74,,0.74
truck5452,2.12,,2.12
truck5460,18.54,,18.54
truck5464,28.89,,28.89
truck5472,19.45,,19.45
truck5478,17.4,,17.4
truck5479,33.93,,33.93
truck5483,38.48,,38.48
truck5484,22.87,,22.87
truck5489,35.4,,35.4
truck5490,29.47,,29.47
truck5491,36.96,,36.96
truck5493,24.9,,24.9
truck5494,24.77,,24.77
truck5510,36.11,,36.11
truck5512,25.76,,25.76
truck5514,10.91,,10.91
truck5521,24.8,,24.8
truck5525,26.6,,26.6
truck5532,37.72,,37.72
truck5537,27.77,,27.77
truck5540,38.35,,38.35
truck5543,26.8,,26.8
truck5544,30.57,,30.57
truck5551,38.47,,38.47
truck5553,26.91,,26.91
truck5560,35.93,,35.93
truck5562,33.48,,33.48
truck5568,38.0,,38.0
truck557,27.25,,27.25
truck5575,33.25,,33.25
truck5578,33.14,,33.14
truck5582,14.74,,14.74
truck5587,33.07,,33.07
truck5590,32.39,,32.39
truck5598,38.31,,38.31
truck560,28.58,,28.58
truck5601,53.6,,53.6
truck5602,30.05,,30.05
truck5603,31.97,,31.97
truck5619,27.68,,27.68
truck5623,16.55,,16.55
truck5624,14.98,,14.98
truck563,39.6,,39.6
truck5630,24.65,,24.65
truck5634,29.7,,29.7
truck5638,23.45,,23.45
truck5639,10.71,,10.71
truck564,30.35,,30.35
truck5649,1.33,,1.33
truck5656,28.75,,28.75
truck5663,13.71,,13.71
truck5665,27.5,,27.5
truck5671,9.39,,9.39
truck5678,17.8,,17.8
truck5680,15.0,,15.0
truck5685,30.37,,30.37
truck5686,23.33,,23.33
truck5687,30.32,,30.32
truck5696,26.9,,26.9
truck57,20.58,,20.58
truck5709,23.21,,23.21
truck5712,27.95,,27.95
truck5717,17.35,,17.35
truck5733,20.05,,20.05
truck5738,12.41,,12.41
truck5744,14.02,,14.02
truck5751,16.58,,16.58
truck576,27.43,,27.43
truck5773,3.93,,3.93
truck5777,17.9,,17.9
truck5781,14.21,,14.21
truck5782,19.12,,19.12
truck5783,29.7,,29.7
truck5788,11.71,,11.71
truck58,28.28,,28.28
truck5817,14.23,,14.23
truck5819,8.3,,8.3
truck5820,14.62,,14.62
truck5821,19.04,,19.04
truck5828,1.67,,1.67
truck5833,10.69,,10.69
truck5838,9.12,,9.12
truck5843,15.09,,15.09
truck5857,11.5,,11.5
truck5864,14.82,,14.82
truck5865,9.6,,9.6
truck5866,10.62,,10.62
truck5891,35.52,,35.52
truck5895,22.4,,22.4
truck5903,19.05,17.31,18.93
truck591,38.53,,38.53
truck5916,1.32,,1.32
truck5920,23.46,,23.46
truck5928,19.33,,19.33
truck5930,22.77,23.9,22.78
truck5935,26.3,,26.3
truck5936,17.6,,17.6
truck5940,19.72,,19.72
truck5941,17.47,,17.47
truck5954,4.66,,4.66
truck5955,21.9,,21.9
truck5961,22.28,,22.28
truck5969,20.51,,20.51
truck597,25.9,,25.9
truck5982,22.27,,22.27
truck5988,9.07,,9.07
truck5990,8.66,,8.66
truck5995,25.02,,25.02
truck5996,27.65,,27.65
truck6,22.82,,22.82
truck6008,20.36,,20.36
truck6014,20.75,,20.75
truck6018,18.7,,18.7
truck6031,25.72,,25.72
truck6044,12.24,,12.24
truck6047,13.54,,13.54
truck6055,17.73,,17.73
truck6057,20.94,,20.94
truck6063,20.36,,20.36
truck607,26.48,,26.48
truck6071,24.56,,24.56
truck6085,22.25,,22.25
truck6087,18.75,,18.75
truck6090,27.83,,27.83
truck61,23.34,,23.34
truck6102,15.0,,15.0
truck6104,23.98,,23.98
truck6107,11.89,,11.89
truck6116,24.93,,24.93
truck6121,27.86,,27.86
truck6123,,14.8,14.8
truck6125,23.09,,23.09
truck6130,22.97,14.9,22.87
truck6132,22.53,22.47,22.48
truck6135,17.74,,17.74
truck6137,27.34,,27.34
truck6139,24.43,21.88,23.88
truck6141,20.52,,20.52
truck6142,11.9,,11.9
truck6147,25.1,,25.1
truck6149,21.99,21.1,21.89
truck6153,26.69,24.7,26.49
truck6155,17.93,,17.93
truck6165,,17.5,17.5
truck6172,19.83,,19.83
truck6178,11.87,,11.87
truck6187,22.61,,22.61
truck6192,10.9,16.69,15.59
truck6194,3.27,14.16,3.76
truck620,22.8,,22.8
truck6200,11.83,,11.83
truck6205,18.8,,18.8
truck6206,12.8,,12.8
truck621,26.9,,26.9
truck6211,10.35,,10.35
truck6212,,12.8,12.8
truck6216,16.49,,16.49
truck6217,14.96,,14.96
truck6230,13.54,,13.54
truck6233,8.83,,8.83
truck6241,16.5,,16.5
truck6250,9.43,,9.43
truck6254,18.08,,18.08
truck6264,10.9,,10.9
truck6265,31.57,,31.57
truck6266,15.57,,15.57
truck6273,10.99,11.2,11.0
truck6282,5.3,,5.3
truck6297,19.54,,19.54
truck6305,7.89,,7.89
truck6308,19.32,,19.32
truck6311,14.09,,14.09
truck6312,14.96,,14.96
truck6317,16.65,,16.65
truck6326,16.97,,16.97
truck6337,21.03,,21.03
truck6345,14.6,,14.6
truck6356,17.5,,17.5
truck6365,19.6,,19.6
truck6367,7.1,,7.1
truck6369,16.84,,16.84
truck6374,16.2,,16.2
truck638,23.5,,23.5
truck6383,15.3,,15.3
truck6385,11.4,,11.4
truck6389,16.93,,16.93
truck6392,9.1,,9.1
truck64,31.48,18.3,30.28
truck640,7.7,,7.7
truck6400,18.19,,18.19
truck6405,23.97,,23.97
truck6427,17.42,,17.42
truck6440,17.2,,17.2
truck6444,0.89,,0.89
truck6445,11.63,,11.63
truck6452,,8.37,8.37
truck6456,9.69,,9.69
truck6457,7.12,9.35,8.35
truck6466,13.69,,13.69
truck6490,8.69,,8.69
truck6493,9.27,,9.27
truck6494,8.47,,8.47
truck6499,11.09,,11.09
truck6503,11.0,,11.0
truck6507,10.7,,10.7
truck651,16.97,,16.97
truck6530,17.2,,17.2
truck6531,19.2,,19.2
truck654,22.31,,22.31
truck6551,18.1,,18.1
truck6553,12.7,,12.7
truck6560,20.18,,20.18
truck6571,19.94,,19.94
truck6578,11.0,,11.0
truck6580,19.21,,19.21
truck6582,13.7,,13.7
truck6583,10.67,,10.67
truck6594,17.85,,17.85
truck6604,13.38,,13.38
truck6605,17.55,12.84,17.43
truck6614,21.15,,21.15
truck6621,26.64,,26.64
truck6629,19.93,,19.93
truck663,17.49,,17.49
truck6636,23.17,,23.17
truck6646,18.6,,18.6
truck6653,19.47,,19.47
truck6668,22.48,,22.48
truck6671,17.79,14.9,16.82
truck6675,27.4,,27.4
truck6679,24.32,,24.32
truck668,31.9,,31.9
truck6680,32.5,,32.5
truck6682,26.8,,26.8
truck6695,23.5,,23.5
truck6707,1.52,,1.52
truck6714,22.6,20.3,20.68
truck6715,24.75,,24.75
truck6728,21.11,,21.11
truck6736,23.06,,23.06
truck6743,20.57,,20.57
truck6757,24.87,,24.87
truck6761,26.06,,26.06
truck6768,28.13,,28.13
truck6773,23.82,,23.82
truck6774,22.86,,22.86
truck6778,25.03,,25.03
truck6779,21.32,,21.32
truck6781,18.1,,18.1
truck679,19.62,,19.62
truck6792,25.73,,25.73
truck6793,34.6,,34.6
truck6809,20.95,,20.95
truck6813,20.4,,20.4
truck6816,23.39,,23.39
truck6820,18.91,,18.91
truck6827,23.42,,23.42
truck6830,0.97,,0.97
truck6831,11.83,,11.83
truck6839,25.29,,25.29
truck6841,22.98,,22.98
truck6845,23.46,,23.46
truck6858,16.0,,16.0
truck686,21.93,,21.93
truck6864,16.1,,16.1
truck6869,18.72,,18.72
truck6878,40.11,,40.11
truck6894,18.54,,18.54
truck6909,11.7,,11.7
truck6912,0.7,,0.7
truck6929,21.89,,21.89
truck693,23.47,,23.47
truck6930,18.23,,18.23
truck6935,13.35,,13.35
truck6937,26.32,,26.32
truck6943,21.13,,21.13
truck6944,22.87,,22.87
truck6945,14.88,,14.88
truck6947,19.7,,19.7
truck6955,22.15,,22.15
truck6962,24.71,,24.71
truck6969,1.06,,1.06
truck697,17.1,,17.1
truck6972,14.18,,14.18
truck6974,22.8,,22.8
truck6986,7.05,,7.05
truck6988,13.77,,13.77
truck6990,18.71,,18.71
truck6998,12.78,,12.78
truck7,23.42,,23.42
truck7006,13.6,,13.6
truck7015,11.65,,11.65
truck7022,4.06,,4.06
truck7029,17.4,,17.4
truck7036,16.14,,16.14
truck7040,1.76,,1.76
truck7042,17.7,,17.7
truck7047,17.66,,17.66
truck7054,15.0,,15.0
truck7068,9.9,,9.9
truck7070,25.35,,25.35
truck7073,14.16,,14.16
truck7074,24.42,,24.42
truck7079,7.0,,7.0
truck7082,4.04,,4.04
truck7094,22.1,,22.1
truck7107,1.83,,1.83
truck7112,9.7,,9.7
truck7130,9.76,,9.76
truck7131,7.39,,7.39
truck7148,10.91,,10.91
truck7149,11.1,,11.1
truck7160,16.42,,16.42
truck7165,22.33,,22.33
truck7167,11.26,,11.26
truck7170,1.6,,1.6
truck7176,6.27,,6.27
truck7178,10.62,,10.62
truck7190,16.02,,16.02
truck72,29.07,,29.07
truck7209,61.94,,61.94
truck7221,15.32,,15.32
truck7223,10.03,,10.03
truck7238,10.44,,10.44
truck724,23.63,,23.63
truck7241,20.31,,20.31
truck7269,11.01,,11.01
truck7276,20.56,,20.56
truck7278,4.6,,4.6
truck7282,20.15,,20.15
truck7285,12.2,,12.2
truck7286,24.86,,24.86
truck7306,27.1,,27.1
truck7307,20.03,,20.03
truck7308,25.19,,25.19
truck7325,24.12,,24.12
truck7329,19.55,,19.55
truck7341,24.8,,24.8
truck7343,1.29,,1.29
truck7344,25.54,,25.54
truck7360,21.3,,21.3
truck7366,31.38,,31.38
truck7369,26.73,,26.73
truck7372,31.1,,31.1
truck7388,29.61,,29.61
truck7392,33.91,,33.91
truck7394,29.3,,29.3
truck7404,27.96,,27.96
truck7413,29.69,,29.69
truck7416,30.93,,30.93
truck7418,35.61,,35.61
truck742,28.25,,28.25
truck7420,28.75,,28.75
truck7424,23.07,,23.07
truck7427,23.8,,23.8
truck7430,26.13,21.7,25.8
truck7435,25.99,,25.99
truck7439,24.91,,24.91
truck7440,29.02,,29.02
truck745,17.26,,17.26
truck7459,23.1,,23.1
truck7484,26.04,,26.04
truck7488,34.67,,34.67
truck7492,29.29,,29.29
truck7497,25.32,,25.32
truck750,27.85,,27.85
truck7512,29.95,,29.95
truck7517,32.19,,32.19
truck7528,32.44,,32.44
truck7536,24.5,,24.5
truck7544,24.86,,24.86
truck7552,32.64,,32.64
truck7556,21.02,,21.02
truck7562,37.27,,37.27
truck7567,28.9,,28.9
truck7568,20.35,,20.35
truck7570,16.0,,16.0
truck7574,23.92,,23.92
truck758,14.83,,14.83
truck7583,19.57,,19.57
truck7587,27.1,,27.1
truck7591,27.9,,27.9
truck7598,22.81,,22.81
truck760,21.65,,21.65
truck7600,26.17,,26.17
truck7602,23.62,,23.62
truck7608,23.93,,23.93
truck7616,18.26,,18.26
truck7626,30.43,,30.43
truck763,29.09,,29.09
truck7632,25.95,,25.95
truck7636,19.65,,19.65
truck7641,17.71,,17.71
truck7647,13.47,,13.47
truck7662,8.46,,8.46
truck7665,19.4,,19.4
truck7667,18.45,,18.45
truck7668,13.48,17.2,13.58
truck7669,26.9,,26.9
truck7670,13.26,,13.26
truck7672,4.81,,4.81
truck7673,17.57,,17.57
truck7674,3.74,,3.74
truck7700,10.93,,10.93
truck7715,17.69,,17.69
truck7719,0.68,,0.68
truck7724,3.54,,3.54
truck7749,15.01,,15.01
truck7753,39.48,,39.48
truck7756,17.78,,17.78
truck776,15.65,,15.65
truck7762,1.67,,1.67
truck7771,14.16,,14.16
truck779,25.92,,25.92
truck7792,20.59,,20.59
truck7795,21.78,,21.78
truck7822,26.7,,26.7
truck7826,30.0,,30.0
truck7833,17.24,,17.24
truck7837,41.57,,41.57
truck7839,19.1,,19.1
truck7842,20.7,,20.7
truck7860,24.13,,24.13
truck7861,25.93,,25.93
truck7868,19.0,,19.0
truck7873,18.83,,18.83
truck7876,5.36,,5.36
truck7877,27.9,,27.9
truck788,26.91,,26.91
truck7881,26.85,,26.85
truck7884,23.37,,23.37
truck7890,22.07,,22.07
truck7894,25.51,,25.51
truck7895,26.65,,26.65
truck7896,18.7,,18.7
truck7906,1.16,,1.16
truck7909,18.35,,18.35
truck7911,13.65,,13.65
truck7917,25.9,,25.9
truck7922,5.76,,5.76
truck7925,20.52,,20.52
truck7928,25.4,,25.4
truck7952,23.3,,23.3
truck7955,12.63,,12.63
truck7957,24.94,,24.94
truck7964,13.34,,13.34
truck7965,7.91,,7.91
truck7969,18.76,,18.76
truck7978,5.17,,5.17
truck8003,10.0,,10.0
truck8004,16.26,,16.26
truck8006,15.26,,15.26
truck8017,6.46,,6.46
truck8026,12.65,,12.65
truck8030,12.84,,12.84
truck8050,20.0,,20.0
truck8056,22.14,,22.14
truck8063,14.61,,14.61
truck8066,23.85,,23.85
truck8069,26.89,,26.89
truck807,43.98,,43.98
truck8073,24.84,,24.84
truck8075,17.45,,17.45
truck8077,16.11,,16.11
truck8081,23.56,,23.56
truck8083,15.15,,15.15
truck8085,29.9,,29.9
truck8092,27.48,,27.48
truck8100,31.0,,31.0
truck8101,22.77,,22.77
truck8111,28.69,,28.69
truck8127,23.74,,23.74
truck8133,32.08,,32.08
truck8153,25.14,,25.14
truck8172,34.6,,34.6
truck8177,22.3,,22.3
truck8179,34.61,,34.61
truck8190,35.7,,35.7
truck8197,34.72,,34.72
truck8202,35.2,,35.2
truck8208,26.1,,26.1
truck8212,26.27,,26.27
truck8215,29.58,,29.58
truck8217,34.24,,34.24
truck8219,38.33,,38.33
truck8235,65.4,,65.4
truck8237,28.96,,28.96
truck8238,28.33,,28.33
truck8251,35.1,,35.1
truck8254,45.99,,45.99
truck8258,33.17,,33.17
truck8272,38.3,,38.3
truck8276,35.91,,35.91
truck8280,31.0,,31.0
truck8284,28.6,,28.6
truck8288,46.63,,46.63
truck8289,35.04,,35.04
truck8302,0.88,,0.88
truck8303,37.9,,37.9
truck8311,36.65,,36.65
truck8312,35.38,,35.38
truck8313,30.02,,30.02
truck832,28.01,,28.01
truck8326,17.26,,17.26
truck8329,27.2,,27.2
truck8336,51.6,,51.6
truck8338,27.89,,27.89
truck8339,38.88,,38.88
truck8350,36.4,,36.4
truck8354,26.3,,26.3
truck8355,28.47,,28.47
truck8358,39.6,,39.6
truck8364,31.52,,31.52
truck8365,22.0,,22.0
truck8369,25.24,,25.24
truck8372,35.4,,35.4
truck8384,31.24,,31.24
truck8386,33.49,,33.49
truck8391,27.98,,27.98
truck8392,26.89,,26.89
truck8405,29.37,,29.37
truck8407,21.42,,21.42
truck8412,29.93,,29.93
truck8425,19.6,,19.6
truck8429,7.3,,7.3
truck8431,14.29,,14.29
truck8433,14.7,,14.7
truck8434,16.4,,16.4
truck8438,16.4,,16.4
truck8450,14.26,,14.26
truck8454,22.13,,22.13
truck8456,16.88,,16.88
truck8465,20.68,,20.68
truck8479,12.47,,12.47
truck848,19.91,,19.91
truck8486,12.53,,12.53
truck8490,12.99,,12.99
truck8496,16.51,,16.51
truck8501,21.91,,21.91
truck8506,17.54,,17.54
truck851,26.28,,26.28
truck8510,7.7,,7.7
truck8511,17.77,,17.77
truck8512,0.73,,0.73
truck852,26.9,,26.9
truck8521,12.98,,12.98
truck8524,26.08,,26.08
truck8542,15.1,,15.1
truck8548,14.19,,14.19
truck855,26.64,,26.64
truck857,21.15,16.54,18.41
truck8576,19.12,,19.12
truck858,25.81,,25.81
truck8588,31.03,,31.03
truck8589,23.84,,23.84
truck859,24.0,,24.0
truck8591,18.05,,18.05
truck8592,26.1,,26.1
truck8595,17.49,,17.49
truck8598,17.6,,17.6
truck8600,29.85,,29.85
truck8615,27.55,,27.55
truck8616,25.14,,25.14
truck8624,1.68,,1.68
truck8644,21.7,,21.7
truck8645,16.64,,16.64
truck8671,7.43,,7.43
truck8674,22.66,,22.66
truck8680,24.2,,24.2
truck8696,10.9,,10.9
truck8699,15.37,,15.37
truck87,26.7,,26.7
truck8714,28.85,,28.85
truck8731,19.1,,19.1
truck8733,25.48,,25.48
truck8736,24.53,,24.53
truck874,24.81,,24.81
truck8740,10.01,,10.01
truck8753,26.34,,26.34
truck8758,23.6,,23.6
truck8766,17.5,,17.5
truck877,29.71,,29.71
truck8770,24.78,,24.78
truck8799,29.46,,29.46
truck880,27.95,,27.95
truck8811,32.17,,32.17
truck8812,29.96,,29.96
truck8819,28.62,,28.62
truck882,24.2,,24.2
truck8839,27.71,,27.71
truck8841,34.27,,34.27
truck8848,31.29,,31.29
truck8860,1.59,,1.59
truck8865,31.1,,31.1
truck8869,30.4,,30.4
truck887,30.37,,30.37
truck8877,30.0,,30.0
truck8886,31.57,,31.57
truck8892,26.93,,26.93
truck8898,29.65,,29.65
truck8901,22.99,,22.99
truck8907,40.74,,40.74
truck892,27.03,,27.03
truck8927,27.7,,27.7
truck8929,34.17,,34.17
truck8932,29.7,,29.7
truck8940,35.24,,35.24
truck8945,39.63,,39.63
truck8946,30.79,,30.79
truck8955,41.73,,41.73
truck8963,38.75,,38.75
truck8967,31.88,,31.88
truck8969,34.89,,34.89
truck8976,31.07,,31.07
truck8988,40.61,,40.61
truck8993,38.4,,38.4
truck8998,33.77,,33.77
truck9002,12.3,,12.3
truck9006,33.47,,33.47
truck901,5.4,,5.4
truck9010,38.19,,38.19
truck902,34.99,,34.99
truck9020,31.04,,31.04
truck9021,32.04,,32.04
truck9033,28.7,,28.7
truck9038,32.99,,32.99
truck9040,29.3,,29.3
truck9042,28.88,,28.88
truck9047,27.65,,27.65
truck9057,13.96,,13.96
truck9071,25.95,,25.95
truck908,29.89,22.53,27.89
truck909,23.54,,23.54
truck9098,33.84,,33.84
truck9106,30.5,,30.5
truck9109,24.2,,24.2
truck9123,26.29,,26.29
truck9130,16.18,,16.18
truck9147,16.6,,16.6
truck9149,14.83,,14.83
truck9155,27.26,,27.26
truck9161,24.8,,24.8
truck9166,12.18,,12.18
truck9172,28.93,,28.93
truck918,33.59,,33.59
truck919,26.27,,26.27
truck9195,28.09,,28.09
truck9200,19.0,,19.0
truck9201,19.68,,19.68
truck9204,15.13,,15.13
truck923,22.78,,22.78
truck9234,12.22,,12.22
truck9236,10.3,,10.3
truck9255,36.5,,36.5
truck9258,20.11,,20.11
truck926,28.45,,28.45
truck9266,27.1,,27.1
truck9290,19.6,,19.6
truck9306,29.69,,29.69
truck9308,23.6,,23.6
truck9311,36.43,,36.43
truck932,16.6,,16.6
truck9320,30.19,,30.19
truck9326,33.2,,33.2
truck9327,28.6,,28.6
truck9346,28.7,,28.7
truck9350,34.55,,34.55
truck9357,34.5,,34.5
truck9359,37.02,,37.02
truck9365,31.19,,31.19
truck9366,36.55,,36.55
truck9373,45.7,,45.7
truck9379,30.67,,30.67
truck9383,37.11,,37.11
truck9386,11.2,,11.2
truck9390,30.25,,30.25
truck9404,42.18,,42.18
truck9406,31.2,,31.2
